X,y
"[3, 12.255731, 262.1814, 12.310185622668545, 0.010018801080394157, 264.3860911515371, 4.902086953989663, 2, 4, 0, 0, 2, 222, 20.361547, 285.6199, 25.632314325008643, 0.011589199317658394, 331.6588871066883, 3.693310562463227, 2, 3, 1, 1, 5, 6, 10.421459, 293.90735, 27.174553605314156, 0.02353698535933335, 343.6339535627161, 0.5517179088734334, 2, 1, 0, 0, 3]",3
"[3, 12.255731, 262.1814, 6.4703183711805705, 0.015639649018331425, 228.50215571644452, 1.4427544109189123, 3, 1, 1, 0, 3, 222, 20.361547, 285.6199, 21.176846376423917, 0.014069250781067189, 268.2131742118178, 0.23397801939247603, 1, 0, 0, 1, 0, 186, 42.034565, 283.49225, 30.386117970780184, 0.0006121698561894484, 268.34496099996244, 0.3631428379252628, 7, 1, 3, 1, 2]",0
"[4, 22.691607, 308.32764, 5.3980206849580314, 8.478377298148931e-05, 331.4486907374231, 0.09529276328111791, 3, 2, 2, 3, 0, 335, 13.857964, 318.80493, 12.182135600082821, 0.018120793568953297, 402.03496065648466, 1.047059524217643, 5, 1, 1, 4, 3, 255, 39.03033, 311.6402, 14.392031180237545, 0.002501726975616403, 357.91147030724085, 1.29221771210934, 0, 0, 0, 2, 2]",3
"[5, 5.4874983, 309.37964, 5.4540715838973295, 0.002943741323611637, 398.4804580429533, 3.6252654798445203, 3, 1, 1, 3, 0, 335, 13.857964, 318.80493, 8.56463646305957, 0.01642736696013497, 417.39471903229696, 3.150351174155393, 3, 1, 2, 1, 1, 9, 3.398513, 332.11105, 17.579923927868947, 0.004120387786664126, 441.168246037557, 3.0221668703470423, 3, 1, 3, 3, 2]",0
"[6, 10.421459, 293.90735, 4.723257021767995, 0.0002579250488580209, 343.7413296075972, 2.8296371086801484, 4, 0, 1, 1, 2, 5, 5.4874983, 309.37964, 13.736669206808068, 0.0010373204879048914, 402.19451067003945, 1.9139672165186212, 2, 1, 1, 1, 3, 4, 22.691607, 308.32764, 14.264164000981957, 0.00012821045390692953, 377.9533542046808, 0.4872861498929689, 0, 0, 3, 2, 1]",0
"[4, 22.691607, 308.32764, 11.062497693156, 0.0019322604442475466, 316.608095022185, 1.7699180190051402, 2, 2, 1, 2, 1, 222, 20.361547, 285.6199, 14.704671407951798, 0.00962939009466246, 325.0420650491559, 1.5945874140218161, 6, 0, 0, 4, 2, 255, 39.03033, 311.6402, 17.475489183832234, 0.0006542503043503456, 354.51876446888167, 2.9668429678333625, 1, 0, 1, 1, 1]",3
"[5, 5.4874983, 309.37964, 2.149768829718213, 0.003941361249499231, 421.37710623114646, 3.9429409691326063, 4, 1, 2, 1, 0, 335, 13.857964, 318.80493, 14.699599747483768, 0.015429747034247376, 421.4035712344182, 3.4680266634434793, 4, 3, 3, 1, 1, 6, 10.421459, 293.90735, 14.802596742935494, 0.0031619658104523607, 397.59195209725465, 0.8006633560661631, 6, 2, 4, 1, 1]",2
"[5, 5.4874983, 309.37964, 8.29485650514205, 0.00019020102080907764, 422.2268378124107, 0.8013483155428132, 3, 0, 1, 1, 1, 6, 10.421459, 293.90735, 9.022132748630014, 0.0005891944182377928, 370.28481291436606, 3.9422560096559565, 5, 1, 3, 1, 0, 4, 22.691607, 308.32764, 19.133305797133072, 0.0009753299210027433, 422.2126801413353, 0.6253327510828391, 1, 1, 5, 2, 3]",1
"[7, 29.475737, 342.68094, 4.257883535495538, 4.738701091433484e-05, 302.6590330171676, 0.4603191986038886, 1, 1, 2, 2, 0, 10, 31.08078, 356.5323, 9.9353085219023, 0.008683410259391122, 272.38720808400035, 0.03342106439424475, 0, 0, 2, 1, 1, 12, 36.512745, 364.31912, 18.51647526726777, 0.008279621917616886, 264.13966878217946, 3.1081715891955484, 0, 1, 1, 1, 1]",0
"[8, 9.287897, 345.4945, 5.633265503559082, 0.00033695776239234254, 342.17877824355185, 0.5821684683951105, 0, 0, 3, 3, 0, 11, 3.963349, 336.67648, 8.275223895958188, 0.008197517330991055, 328.8988052733633, 0.16203554837184142, 0, 1, 2, 1, 0, 9, 3.398513, 332.11105, 12.838960858264835, 0.0083612972499722, 354.9142117028457, 3.3036282019616348, 1, 2, 1, 0, 0]",1
"[8, 9.287897, 345.4945, 4.910404830670514, 0.0024621688225615612, 295.791019912657, 0.46612809803914046, 1, 2, 1, 2, 0, 11, 3.963349, 336.67648, 15.202408276504212, 0.006072306270821837, 330.218492995372, 0.8862610180624095, 1, 3, 2, 4, 0, 7, 29.475737, 342.68094, 19.349468609964088, 0.0006866115035274456, 307.1243496502211, 2.2475987448904338, 3, 3, 2, 1, 1]",0
"[11, 3.963349, 336.67648, 0.4190903844767448, 0.013570071729013755, 378.7198688523911, 2.979557105217952, 2, 1, 3, 1, 1, 9, 3.398513, 332.11105, 4.196379645440481, 0.0029887428519494996, 402.21898261886145, 0.16203554837184142, 1, 2, 2, 0, 1, 8, 9.287897, 345.4945, 10.630510136221387, 0.005035596635630357, 360.7864588799859, 2.5594241851946826, 2, 0, 4, 3, 1]",1
"[13, 27.102367, 416.00537, 3.8125118762303525, 0.0012097016418157192, 59.03932700317256, 0.0381152084517975, 1, 0, 1, 0, 0, 304, 54.070892, 399.77054, 31.11099975987778, 0.0004459549964268561, 106.9132472096158, 4.885223180260234, 10, 3, 4, 2, 1, 20, 66.762825, 415.57507, 37.358262916096045, 0.0008911091230299206, 82.24180534776143, 5.364046985160568, 6, 3, 1, 1, 1]",0
"[338, 78.255844, 104.19262, 1.6993998253088891, 0.003976399939157549, 52.002053498717714, 1.4966920843982328, 5, 2, 1, 0, 2, 259, 30.232378, 122.101974, 51.86025200031429, 0.0008142576041964, 89.54279561825155, 2.464118247398453, 2, 2, 1, 1, 0, 0, 18.448801, 113.857925, 60.86425538143043, 0.0002468634110490142, 95.83404845871308, 0.67747440619134, 2, 0, 1, 0, 1]",3
"[356, 78.07453, 223.39868, 5.14386705026238, 0.008225110275477732, 175.58971635677366, 0.03536217256995067, 0, 1, 0, 0, 1, 206, 82.34173, 250.7713, 22.841099160765356, 0.003925486913984921, 253.673513438637, 0.285545728422129, 8, 0, 3, 3, 2, 336, 51.147823, 241.28104, 29.13680521770243, 0.0016972447669587054, 156.32387165764663, 1.798830045968414, 4, 4, 0, 1, 1]",0
"[14, 56.25848, 257.04056, 4.320999189235972, 0.000784812864598472, 213.59763619750737, 0.3553555355225755, 1, 0, 0, 1, 2, 216, 74.08721, 270.44757, 19.4515558609354, 0.007773356662473363, 266.68897641171026, 1.3478707030123747, 4, 1, 5, 2, 2, 336, 51.147823, 241.28104, 20.84403995211701, 0.002270578777216925, 182.78850006279055, 0.8638276824139318, 8, 3, 2, 0, 3]",0
"[269, 110.985374, 244.01859, 4.291221297767127, 0.006031909442171635, 350.6424423191178, 0.3384600355116657, 1, 2, 1, 0, 2, 24, 109.818695, 256.25418, 8.652690324871639, 0.013566856645548853, 409.50447944988764, 0.3085163711395106, 1, 0, 3, 2, 4, 340, 104.273506, 252.33185, 9.291039971742633, 0.009070329918097475, 402.7685437106529, 3.450109024729304, 1, 2, 4, 0, 5]",0
"[340, 104.273506, 252.33185, 4.297751408438007, 0.0001904032174316339, 344.10310197920177, 0.002398127666567884, 2, 2, 1, 0, 1, 24, 109.818695, 256.25418, 4.769564496931498, 0.0046869299448830115, 402.8372264392047, 3.1439907812563614, 2, 0, 0, 2, 0, 23, 104.584526, 268.64355, 12.095604324368486, 0.006034262339781382, 396.46491481511606, 0.5554014411845214, 3, 1, 2, 2, 2]",0
"[346, 107.63568, 275.81702, 3.2028998605469985, 0.014014571363136552, 396.3240563852058, 3.022630503310286, 0, 1, 2, 1, 2, 23, 104.584526, 268.64355, 4.612756159223817, 0.009412697311238782, 344.14353343476375, 0.11896215027950752, 1, 2, 0, 0, 1, 25, 115.001205, 271.81464, 8.946405245180392, 0.013295259024277417, 409.28102577114595, 1.3562350154148026, 1, 1, 3, 4, 1]",1
"[24, 109.818695, 256.25418, 4.817936413787924, 0.0015806804865228785, 363.63412218568016, 0.002398127666567884, 1, 1, 1, 0, 1, 23, 104.584526, 268.64355, 10.199491556767843, 0.009140511798141515, 409.50575208648473, 2.586191212405272, 2, 2, 3, 0, 3, 340, 104.273506, 252.33185, 10.990588770223077, 0.002915846240928499, 409.50090092718693, 3.1391945259232257, 1, 3, 2, 2, 2]",0
"[30, 134.25047, 175.69778, 4.679906443734472, 0.0012283308370134582, 227.3037874865172, 0.06091531609969669, 1, 1, 2, 0, 0, 32, 152.60104, 184.61032, 18.083402959513734, 0.002571617680932059, 324.74471352873354, 5.881621264763638, 9, 0, 4, 2, 3, 31, 141.18254, 200.92212, 21.507803562570697, 0.004543730342453256, 311.81684192340913, 0.042010614855946926, 9, 1, 4, 1, 5]",0
"[35, 136.15225, 264.75534, 4.7010668367237445, 0.0025598155964952074, 376.5333030869523, 0.08852469927251794, 1, 3, 1, 0, 3, 37, 135.80783, 274.366, 4.954552978795022, 0.002905961651081035, 370.2183370560703, 3.2301173528623113, 1, 5, 1, 2, 1, 36, 147.74338, 272.56192, 11.74685062690131, 0.00432166735523537, 389.72966291093866, 1.4734828834237779, 2, 5, 1, 2, 2]",0
"[49, 193.34927, 187.6181, 2.975237369504607, 0.00550109650354047, 532.511912267404, 3.1539563946610367, 5, 2, 1, 3, 1, 47, 190.48146, 181.04144, 4.349133232121602, 0.0006065815752961945, 408.8175537667151, 0.012363741071243384, 2, 1, 0, 0, 1, 48, 183.7533, 185.57498, 7.786097550527606, 0.004995956418802627, 532.5423044218954, 4.543017997966386, 3, 1, 1, 2, 1]",1
"[323, 196.35046, 172.7885, 4.348728846555703, 0.003923169417905659, 382.8575210949745, 0.02056747840694484, 0, 0, 0, 1, 1, 47, 190.48146, 181.04144, 7.724950597031926, 0.002616157903584382, 506.6016182399611, 1.0087967255735344, 5, 4, 1, 0, 0, 224, 202.75024, 185.27724, 9.959069295195405, 0.0001317188035570016, 513.0741992206546, 0.729160355022128, 5, 4, 1, 2, 0]",0
"[48, 183.7533, 185.57498, 1.2220724437514272, 0.0005304257429828985, 519.5091534021936, 4.219172959183332, 1, 1, 1, 3, 2, 47, 190.48146, 181.04144, 7.287557649901977, 0.0038589491005235343, 526.0279401899132, 0.31148129771181, 0, 1, 0, 1, 0, 49, 193.34927, 187.6181, 9.891816044496595, 0.0010355658277207413, 519.553465673047, 2.8301113558779836, 3, 0, 1, 4, 2]",3
"[48, 183.7533, 185.57498, 6.148869366683504, 0.006841181317276623, 525.6047107926879, 1.0775803055935393, 1, 3, 1, 0, 1, 49, 193.34927, 187.6181, 9.513878867699828, 0.007346321402014466, 526.0223475360386, 0.31148129771181, 3, 4, 1, 1, 1, 234, 182.19246, 202.07045, 10.729066085934724, 0.005613220235618499, 558.5316938903547, 0.19406044010317314, 1, 2, 1, 0, 2]",0
"[51, 181.23961, 223.8411, 4.098347308549548, 0.0009251011376509299, 389.33527746628187, 0.1185725664146206, 1, 1, 0, 0, 2, 53, 185.16397, 235.34604, 8.118746067435202, 0.008760827346106503, 493.5121732966135, 0.967758082843396, 8, 3, 2, 0, 3, 284, 172.54404, 220.23738, 12.153509722870126, 0.002777042344167535, 513.1181215625899, 3.0230200871751727, 4, 1, 4, 1, 2]",0
"[54, 185.27393, 269.39557, 4.330891205525618, 1.620874026148078e-05, 311.58361843870455, 0.6134402813867774, 5, 0, 0, 2, 3, 55, 189.03462, 287.52933, 14.226276921330108, 0.001627227739723791, 285.8329620588002, 2.5281523722030155, 10, 0, 1, 3, 6, 325, 203.31808, 264.88245, 19.742075622737726, 0.0036301891992327473, 357.2354876588765, 3.6972460480220835, 4, 1, 2, 1, 4]",0
"[62, 230.75113, 95.27436, 3.3683214515925615, 0.0002091974310439726, 162.05647127120668, 0.011513715003977687, 2, 1, 2, 0, 1, 178, 239.22453, 86.33104, 14.572777371268634, 0.00484902175091434, 201.5022508784911, 3.153106368593771, 0, 1, 2, 0, 1, 64, 239.54022, 112.92255, 16.510156306464353, 0.007754766921359957, 273.2817258703932, 2.6964752651517694, 9, 2, 2, 2, 3]",0
"[65, 236.88663, 152.29361, 4.526659426930733, 0.002475635042892721, 382.7887949688873, 0.024642874037852813, 1, 2, 1, 0, 0, 249, 235.88106, 167.02386, 10.347555647817225, 0.006127831318986476, 435.0921461886038, 3.1169497795519403, 1, 3, 1, 3, 0, 168, 251.82535, 162.5511, 15.523896894284697, 0.011184316353055501, 461.09420388357194, 0.29470027333060655, 1, 0, 0, 4, 3]",0
"[66, 219.37077, 153.33188, 4.996556342391705, 0.008064861764606857, 356.88936070821006, 0.10792039556238747, 0, 0, 1, 0, 1, 341, 213.93765, 161.99388, 7.513033297045039, 0.0170744390020669, 435.1597997087271, 1.145888704042228, 2, 1, 1, 2, 2, 240, 212.34929, 152.22949, 10.056629549492412, 0.01086683069380251, 415.69395723613457, 3.2495130491521804, 2, 1, 1, 1, 1]",0
"[67, 221.25195, 189.97685, 4.196826700876782, 0.0004962951096247337, 460.6826383161099, 0.18626651701578512, 1, 1, 1, 0, 1, 226, 219.81561, 201.66814, 7.884791129324119, 0.00658598687352846, 532.5309397511455, 1.3822598289207022, 3, 2, 0, 3, 2, 220, 226.40944, 202.49342, 9.466286351350007, 0.01009463054146642, 519.5708420875127, 1.759332824669091, 4, 3, 1, 1, 1]",0
"[257, 220.18306, 171.04634, 4.575981916116914, 0.006442173402521012, 402.24398284315856, 0.07732964144406829, 1, 0, 1, 0, 0, 67, 221.25195, 189.97685, 14.423552369251437, 0.008646758757104966, 506.57111493265927, 2.3380960836397158, 4, 0, 3, 6, 1, 341, 213.93765, 161.99388, 15.271486409142724, 0.008617591430831295, 467.610304870773, 0.5199969114623594, 4, 2, 3, 4, 1]",0
"[69, 217.35777, 230.30817, 4.348022384068441, 0.004191192356800433, 311.48546241913766, 0.17325858747669143, 1, 1, 1, 1, 0, 244, 221.83936, 239.6059, 6.175197579354507, 0.010866321315472383, 396.17534116559796, 0.4761436634140572, 4, 2, 4, 2, 0, 70, 218.70262, 223.68237, 10.881810507421127, 0.0012764468372619686, 402.62721157220943, 2.968334066113102, 1, 2, 1, 2, 4]",0
"[69, 217.35777, 230.30817, 1.7241174735785079, 0.006098117608692832, 422.13055353779635, 3.314851241066485, 1, 1, 1, 2, 1, 70, 218.70262, 223.68237, 5.287181627247899, 0.000630478414630431, 395.767454995795, 0.17325858747669143, 1, 2, 1, 1, 3, 334, 210.32887, 225.30048, 8.896005658662741, 0.0011319741561178764, 422.1509542446058, 4.494513669293479, 0, 1, 2, 3, 2]",1
"[226, 219.81561, 201.66814, 8.541126384977591, 0.001310986295829486, 532.3638942623352, 5.309995984987797, 1, 1, 1, 1, 2, 220, 226.40944, 202.49342, 10.657204219216966, 0.004819629963767447, 519.5349131688117, 2.1684033313980042, 0, 2, 2, 3, 1, 72, 227.3149, 217.41663, 11.01367956345742, 0.0004521957454122205, 467.6124698312223, 2.9218854280012208, 6, 4, 4, 0, 2]",0
"[84, 271.45782, 100.934944, 4.126020626419699, 0.001985924789050575, 408.12890156417643, 0.027951943430707615, 1, 0, 2, 2, 1, 85, 279.81152, 107.95712, 8.86935813387403, 0.0033073099332727174, 442.0180737129541, 0.07359045228948613, 2, 3, 3, 2, 4, 86, 261.7264, 109.61496, 10.717647057423028, 0.0012554609649251258, 428.6821754091074, 4.827863357289603, 1, 1, 4, 3, 1]",0
"[86, 261.7264, 109.61496, 4.796140825253567, 0.0011146461909293803, 414.57444187217317, 0.014847961958218914, 0, 1, 0, 1, 0, 272, 272.90848, 124.95144, 15.711182500507165, 0.0376203742293697, 448.2280997623722, 4.036018295791375, 3, 3, 3, 3, 0, 330, 260.2004, 130.67224, 16.317802674175176, 0.0088848203931014, 454.8909931851514, 0.32020628594540046, 2, 3, 3, 2, 0]",0
"[87, 273.9184, 146.55461, 3.6588406594408633, 0.0008635672190830945, 421.78749482127876, 0.04001612874991034, 1, 1, 1, 1, 0, 294, 264.80185, 158.91696, 12.56205463049939, 0.0011338896898706041, 474.07200412314853, 0.39185531680377883, 3, 2, 2, 0, 1, 236, 286.89114, 148.06812, 13.206707092975012, 0.00118464098392429, 480.6370145987425, 1.3879298765445016, 2, 1, 0, 4, 1]",0
"[330, 260.2004, 130.67224, 4.507545850270204, 0.006605062736464995, 466.4859270689819, 5.521660016436231, 1, 1, 1, 0, 1, 88, 273.62878, 135.71332, 12.606955065790764, 0.013950838001449695, 487.35815427043616, 4.307028088289249, 1, 3, 2, 1, 1, 89, 259.41135, 147.99794, 12.998425193430188, 0.009698878494472651, 487.36608999036036, 0.7736881783477392, 1, 4, 4, 2, 1]",0
"[88, 273.62878, 135.71332, 3.6810115642638253, 0.0001587758950063467, 427.8226294459973, 3.14148459313773, 1, 2, 1, 1, 1, 87, 273.9184, 146.55461, 7.236176287709322, 0.006243920747384946, 493.858988706486, 3.1816087823397035, 0, 1, 1, 2, 2, 272, 272.90848, 124.95144, 14.411343093876578, 0.035922553206246655, 493.9785545916742, 0.00010806045206290804, 0, 0, 0, 1, 1]",0
"[90, 253.27544, 169.63554, 3.542345728273638, 0.006709295274290483, 447.7093668063758, 0.11392108720586158, 0, 1, 1, 0, 2, 168, 251.82535, 162.5511, 10.61572415541048, 0.01024611686326149, 474.0389246044103, 3.2555137407956547, 2, 1, 2, 2, 1, 229, 246.39777, 188.70836, 16.803989646535324, 0.0007620912278994418, 487.0742334955018, 3.001395915956363, 3, 1, 4, 1, 3]",0
"[238, 255.5128, 203.45004, 4.317018586439692, 0.00466762902109602, 356.9236011920445, 1.80353555705577, 1, 1, 2, 1, 1, 176, 245.74413, 201.21397, 12.036272571131459, 0.011153418218425082, 474.15415596314733, 1.3380570965340233, 1, 1, 1, 3, 2, 261, 248.71709, 219.20833, 13.492973401696007, 0.009947494404805635, 422.0935559981336, 3.5564567664626416, 1, 1, 2, 0, 0]",0
"[93, 306.74304, 29.610859, 3.061101303173235, 0.0001302747967753537, 230.0699538578613, 0.035137964608907835, 0, 0, 0, 0, 0, 355, 314.301, 52.29136, 21.21517111596556, 0.00022742977479983661, 261.3356095686068, 0.7927509755516882, 8, 3, 2, 1, 2, 94, 309.8756, 61.7911, 29.368380491766835, 0.0030510978414792778, 277.25470123321503, 3.9343436291414813, 9, 1, 3, 2, 3]",0
"[94, 309.8756, 61.7911, 3.0854487661357437, 0.0012191708166816584, 298.5049578347506, 1.7142372369142667, 2, 1, 1, 0, 0, 355, 314.301, 52.29136, 13.479665332936655, 0.0016044972499977828, 318.1267726755956, 1.4273554166755265, 3, 1, 2, 1, 1, 95, 294.53168, 60.547863, 15.436704593618298, 0.008686019784538646, 298.86768199784944, 3.3532540306523315, 4, 3, 1, 2, 2]",0
"[355, 314.301, 52.29136, 2.735642591947096, 0.0005140609395115625, 253.07075548147972, 0.057101220343083625, 1, 0, 1, 0, 0, 94, 309.8756, 61.7911, 8.292323830996061, 0.0033377290061910037, 311.6429101811653, 3.0844914332467095, 0, 2, 0, 1, 1, 196, 326.7683, 57.502686, 12.380558749922923, 0.017418469862429842, 331.17674046548893, 0.49285637048273023, 4, 0, 1, 1, 2]",0
"[98, 301.20908, 131.8836, 4.2052687834507125, 0.004278135991373, 570.6026444969058, 2.9006549197103833, 2, 2, 0, 2, 2, 99, 301.8339, 142.37437, 6.365571778331526, 0.0033565938419078956, 578.0234104604153, 2.9446612592804913, 2, 1, 1, 2, 4, 271, 288.04044, 134.2739, 14.080140735848428, 0.0014019468364563914, 545.5212322069062, 4.39538724933549, 3, 2, 0, 1, 2]",0
"[99, 301.8339, 142.37437, 1.8177473117414786, 0.0038427397844020827, 564.544649646386, 0.1969313943093023, 4, 1, 2, 1, 2, 98, 301.20908, 131.8836, 12.063225858078631, 0.004764281933867187, 571.3703754311493, 0.2409377338794101, 4, 2, 3, 1, 0, 236, 286.89114, 148.06812, 14.618724837885198, 0.0009865085294156195, 539.0354387706737, 1.5920963565890114, 5, 1, 2, 2, 4]",0
"[100, 294.81638, 175.61787, 4.510084643511844, 0.008216388809676733, 460.73534691144664, 0.834896619326448, 5, 2, 1, 2, 0, 160, 288.46832, 192.74036, 14.13482653842724, 0.013659912704768018, 428.6397036434979, 0.9367364829623365, 8, 2, 5, 3, 2, 101, 285.02734, 191.37868, 14.93497537645448, 0.016267049180647863, 435.11090627273444, 2.2048561706274565, 8, 0, 4, 5, 1]",0
"[102, 314.62512, 173.60199, 2.5592564975261287, 0.0014733238928287262, 441.3208336652931, 0.6198994379963438, 3, 0, 2, 1, 0, 296, 317.92813, 174.4967, 2.7211319694705156, 0.0038036936041057623, 428.473686297659, 2.5216932155934493, 5, 2, 2, 2, 1, 353, 317.76346, 187.10065, 11.347519131579295, 0.0038049684442725273, 402.7301609540972, 3.8410234595005774, 7, 2, 3, 2, 0]",0
"[268, 322.29388, 212.73654, 23.131706993262853, 0.0014522955746633648, 376.75531107095236, 3.8002099089515626, 6, 6, 3, 3, 0, 103, 298.67676, 220.08586, 23.153145698721126, 0.00017035859480368787, 344.30125286050924, 1.2222035030953926, 7, 6, 2, 3, 2, 331, 337.7929, 244.13199, 23.304969839317746, 0.004199142058425032, 337.8199685251796, 3.270949278334373, 7, 2, 3, 0, 2]",3
"[105, 314.7295, 258.81415, 4.2193513014553, 0.00026521814727481496, 285.74590512684586, 1.6436858449750484, 7, 3, 2, 1, 1, 106, 320.77988, 272.15683, 10.576807184457927, 0.001568303995950926, 337.8720522378413, 1.497906808614745, 7, 4, 1, 3, 1, 307, 308.3401, 285.0369, 23.24562686524386, 0.0009030930908129342, 311.89170086986115, 0.7597789829204535, 13, 3, 4, 4, 2]",0
"[112, 317.84137, 347.82297, 4.548161618850956, 0.0026292551577442036, 156.07018481905104, 1.148030501068753, 1, 0, 0, 0, 1, 110, 313.1497, 340.10675, 4.66235986868865, 0.00391993878007818, 149.26278060006317, 1.99356215252104, 3, 2, 0, 1, 0, 111, 294.88464, 332.99197, 22.95214774292823, 0.004049845563896648, 214.54935742378487, 0.07059555019715547, 6, 4, 4, 4, 2]",1
"[111, 294.88464, 332.99197, 14.184242113160746, 0.0001770989690566549, 247.03593712900025, 1.287668246950388, 5, 4, 3, 4, 2, 110, 313.1497, 340.10675, 14.913452883143972, 0.00030700575287512244, 207.88997616443692, 3.2106348492742725, 2, 2, 1, 1, 0, 112, 317.84137, 347.82297, 18.28673203916381, 0.0015976893752090993, 201.5646021257813, 0.06904219568447933, 0, 0, 1, 0, 1]",0
"[120, 339.44415, 70.87346, 2.871402334843097, 0.0005481920798843243, 311.4045949917807, 0.00894589939466739, 3, 2, 0, 0, 1, 118, 345.17297, 75.84388, 6.721460872841068, 0.003745261891376084, 467.5269780724421, 3.1505385529844605, 5, 6, 2, 1, 2, 288, 342.0026, 86.03126, 12.762437052819275, 0.0005552686322021216, 474.0707105634463, 4.308408021602051, 1, 4, 1, 0, 4]",0
