X,y
"[223, 335.33658, 128.10185, 3.840654675880082, 0.0012896122986635894, 474.0877526144323, 3.2368854806002507, 2, 2, 0, 2, 2, 285, 342.67694, 127.51587, 5.083481698294741, 0.002778954675889622, 408.6931492165533, 0.0952928270104577, 5, 3, 1, 0, 1, 121, 349.28156, 132.99667, 11.147643702692644, 0.007290964240085629, 441.57729744989985, 0.8676300828864238, 3, 2, 4, 6, 3]",1
"[272, 331.19202, 56.55098, 5.4669498293682945, 0.0060898112316373765, 298.5128567795955, 0.004829800647814908, 1, 1, 1, 0, 3, 321, 330.56006, 67.052, 9.374205455856373, 0.009551598820977558, 415.7242999401942, 3.146422454237608, 2, 2, 1, 3, 0, 213, 318.92584, 52.72039, 9.44637871935362, 0.010302722766132921, 324.7030752082459, 0.4379983929423439, 5, 2, 3, 1, 1]",0
"[260, 61.60512, 362.81662, 6.730953753379645, 4.3948900721235695e-05, 136.35691794451282, 0.09051429768594166, 3, 1, 0, 1, 1, 14, 58.615223, 352.81863, 17.10774565631295, 0.0019016545984574251, 188.36849898918226, 3.232106951275735, 5, 2, 0, 3, 0, 16, 73.61671, 390.37213, 23.687893226113097, 0.002009533923498119, 168.9334151206352, 1.0829420262517766, 1, 1, 0, 2, 2]",0
"[106, 310.68396, 314.5505, 3.0645948619473597, 0.0003084484624219508, 201.35762244835038, 5.078831612841075, 0, 3, 2, 1, 2, 107, 315.63654, 306.98495, 11.70190153507715, 0.2020463200263244, 272.96514620523834, 1.9372389592512818, 3, 2, 1, 2, 0, 188, 324.07416, 317.30096, 13.33483352132327, 0.00013882865989978121, 240.52017123456466, 3.8136442834020685, 2, 1, 4, 3, 2]",0
"[175, 360.21002, 79.028786, 5.313355392511016, 0.0014048995423582844, 447.640958913407, 0.01847896448078945, 3, 2, 2, 0, 1, 113, 349.08704, 76.74971, 7.66791959699588, 0.0017484838433273198, 499.9929866308504, 2.168662225802782, 6, 2, 4, 1, 1, 116, 345.998, 86.491745, 10.757210475141534, 0.004527911877568236, 506.5778219977443, 0.9943429728836901, 1, 2, 1, 2, 4]",0
"[162, 492.51175, 12.232704, 6.425177023013189, 0.006849261140728646, 440.85204425495897, 1.4025320994576096, 2, 0, 0, 1, 1, 238, 477.75647, 23.008635, 14.220537701929697, 0.011288481970959108, 504.49847649541465, 1.5016581861051286, 5, 2, 3, 0, 4, 164, 498.8715, 4.4356856, 14.577538451069394, 0.005361743974029554, 469.9233564643416, 1.7390605541321835, 5, 2, 1, 2, 0]",0
"[177, 169.50912, 209.26678, 6.293266357149319, 0.0002949493457041763, 337.5598831138231, 0.05718233855668631, 2, 0, 2, 0, 0, 48, 174.42468, 219.80576, 7.736577364240259, 0.00666785553820487, 467.64041686041134, 4.230956608513573, 1, 1, 3, 2, 1, 340, 158.48007, 216.54639, 9.658818766672335, 0.002812699565006238, 428.6900281708585, 2.792759256167273, 4, 0, 4, 0, 0]",0
"[281, 223.61986, 239.02502, 5.014192400535262, 2.23154215435728e-05, 272.610146044942, 0.03611643886502569, 7, 2, 1, 2, 2, 67, 216.90453, 255.8839, 13.205108832940514, 0.007016764326387093, 292.2824148177268, 0.7987709028363599, 11, 2, 2, 4, 3, 63, 219.25235, 230.11646, 14.152892197895133, 0.010317966089355757, 357.1762387713707, 0.5947421851604933, 4, 1, 1, 1, 3]",0
"[100, 323.34372, 213.37608, 1.7626692395514258, 0.00047973956578334365, 402.50625535300753, 0.028401747862754734, 5, 0, 3, 1, 1, 102, 317.37646, 231.55989, 17.457681726943303, 0.00034392622277906737, 376.7345523217492, 3.1699944014525476, 4, 1, 0, 3, 2, 98, 308.5214, 197.79816, 21.921768579684397, 0.0007316124714397132, 402.70267788219576, 3.7229964926805774, 8, 2, 0, 4, 2]",0
"[307, 289.55994, 190.77002, 4.97802660513176, 0.017886926522567015, 389.4682577019345, 2.8923670017120164, 2, 1, 1, 1, 1, 193, 291.09137, 199.48477, 7.7487203845837405, 0.009544380513801631, 376.74052205791645, 0.24922565187777646, 5, 1, 1, 2, 1, 97, 297.46878, 176.54663, 20.98004830620874, 0.010358749728385519, 441.66441496328923, 0.8032540679941398, 2, 0, 0, 4, 2]",1
"[296, 382.67044, 79.150024, 4.639316158580864, 0.0026750299018325485, 389.2462231837639, 0.752602166215991, 4, 0, 2, 1, 1, 204, 368.80106, 76.48497, 10.908918175191964, 0.017551606690523913, 487.05601154531587, 1.2303181029744825, 2, 2, 1, 3, 0, 136, 379.861, 94.04099, 12.776057622655689, 0.001039310322860032, 454.5754526655136, 0.8148303072079123, 5, 1, 0, 2, 2]",0
"[242, 248.74289, 189.06248, 3.991097894020449, 0.00010840057769667677, 467.22836656254026, 0.030882807823845893, 8, 2, 3, 2, 1, 176, 247.59993, 201.55008, 9.15919331877152, 0.006292892074263923, 474.0650666319245, 1.3847907148581209, 6, 3, 2, 1, 0, 266, 258.01428, 204.16936, 16.349025049758602, 0.005833923350254233, 435.1688294489842, 1.7568019387316727, 7, 3, 4, 2, 2]",0
"[280, 183.90727, 201.09221, 5.259429251688131, 0.000777633647109699, 532.1981170109757, 0.06252549734763457, 5, 0, 4, 1, 0, 177, 169.50912, 209.26678, 13.866665819632528, 0.0019699341000543047, 493.25645446826786, 0.34259800430782783, 8, 2, 5, 0, 1, 48, 174.42468, 219.80576, 16.041035089275752, 0.004402972092446389, 532.5771158559968, 4.516372274264714, 7, 3, 6, 2, 0]",0
"[150, 406.1082, 94.21304, 4.157603540298508, 0.0012280741003011797, 337.41001397452885, 0.1032439663664102, 6, 1, 5, 1, 1, 168, 404.55927, 90.21079, 4.822233832299124, 0.004081777840785283, 369.9830649040604, 3.038348687223383, 4, 1, 4, 2, 1, 309, 403.54968, 105.89656, 11.739220762879095, 0.00045184559637073685, 357.2566036458672, 1.26855209830427, 7, 2, 1, 2, 2]",0
"[61, 239.76842, 152.42995, 12.008499018481949, 0.0014299161841002106, 428.7944902179473, 1.1922262737156517, 1, 2, 2, 1, 0, 80, 258.5843, 149.9783, 12.46060555450919, 0.008160641792769041, 441.8475428863359, 5.12684985213649, 1, 4, 4, 0, 1, 83, 264.90134, 144.50899, 17.036973664960243, 0.006384845416523788, 441.85550975838936, 1.9852571985466971, 2, 3, 2, 1, 2]",3
"[29, 153.9816, 156.38185, 6.7807569341868605, 0.0004119056307447244, 155.99809269861888, 0.21597787620627695, 2, 2, 0, 0, 0, 360, 162.86191, 154.75003, 13.714801248291298, 0.0017429499184349329, 221.00814512219821, 0.3755588695521208, 2, 2, 1, 0, 1, 219, 167.18378, 164.58609, 15.542424381912069, 0.009904388060535063, 247.02599730822408, 1.5870845783242669, 3, 3, 2, 2, 2]",0
"[263, 353.24945, 161.36058, 3.0288031329103124, 0.0018198994028469917, 343.83749601773707, 1.7990439431720209, 3, 1, 0, 0, 2, 247, 342.55054, 165.07896, 8.325484087737603, 0.003266717700235844, 331.2869884868083, 1.3425487104177725, 3, 1, 2, 2, 4, 123, 352.98575, 149.74036, 13.170759116635745, 0.005387627781878179, 376.6968713544509, 3.0580412195583637, 0, 2, 1, 2, 5]",0
"[59, 215.17664, 151.50426, 5.247633325229758, 0.0015341460252881745, 382.9223115745082, 0.12238057935151359, 5, 2, 0, 1, 4, 60, 221.99245, 152.47359, 9.9941489198501, 0.006825853590694986, 383.3379854953185, 3.01921207423828, 2, 1, 3, 1, 5, 183, 199.80077, 159.36656, 13.289819325867656, 0.0033054937040394305, 395.8387425697932, 1.342490403245211, 7, 5, 1, 3, 4]",0
"[274, 436.32858, 44.350986, 5.608539395722675, 6.66045215678146e-05, 324.5824374600901, 0.03073472590117232, 6, 2, 1, 3, 2, 147, 423.57706, 36.351635, 10.746764384330891, 0.004732333413175582, 392.754335614821, 1.7230763133439284, 6, 2, 0, 3, 1, 149, 437.32413, 33.815586, 12.45950713723643, 0.003988133349988099, 375.4873278200691, 4.444821603620634, 8, 2, 1, 4, 1]",0
"[247, 342.55054, 165.07896, 3.8480767741565036, 0.0004452240127017504, 317.9448181630339, 2.5063505198192977, 4, 2, 1, 3, 0, 263, 353.24945, 161.36058, 15.115528888669905, 0.0010015942846871018, 357.1977582353466, 0.6352421337704959, 4, 4, 1, 1, 2, 122, 334.4232, 148.13518, 19.519584593114093, 0.00024721667700433603, 422.20333099912676, 0.6979851958922301, 3, 1, 2, 0, 0]",0
"[118, 345.53204, 114.82545, 4.5045205411368885, 0.0020947011723928544, 376.19698624112766, 0.28747995630874934, 3, 0, 0, 0, 3, 285, 342.67694, 127.51587, 10.651904350886534, 0.0026966270141028925, 448.1214062994841, 2.330991373437411, 9, 1, 4, 2, 6, 223, 335.33658, 128.10185, 12.786782894062874, 0.004185969391328925, 474.0451010172493, 0.8106012801523823, 2, 0, 3, 4, 3]",0
"[110, 300.70514, 394.51318, 4.3748964518827105, 0.008337292547468511, 71.45739879481101, 1.423800686549721, 1, 0, 1, 0, 0, 111, 304.34967, 379.7076, 18.842342918269104, 0.013274982014416903, 84.45617481468305, 1.7177919670400723, 3, 0, 1, 1, 1, 89, 262.35904, 378.74875, 44.79308710494722, 0.014737386989077839, 142.92697941991983, 1.3299158224797387, 9, 2, 2, 3, 2]",0
"[237, 95.49737, 285.97162, 6.526087738406961, 0.0013867255923362132, 369.96806314583586, 0.2759874327699125, 0, 0, 1, 1, 0, 217, 84.89859, 285.39404, 13.030650020790695, 0.003608129718122244, 376.76224805213315, 3.417580086359706, 2, 1, 2, 1, 0, 359, 79.23551, 294.4364, 16.70647170999179, 0.00924878954301478, 363.76921990444146, 0.8152648404238678, 3, 2, 2, 3, 0]",0
"[250, 82.303764, 259.107, 3.9757826296385126, 0.00042242129906450154, 305.28214823611887, 3.3192072357445856, 3, 0, 1, 1, 1, 190, 83.58531, 248.74152, 6.492330844109473, 0.0008236974543560649, 227.1212491018668, 0.1776145821547923, 3, 1, 0, 0, 2, 252, 76.07836, 268.5715, 14.871938557035005, 0.00947271369542213, 311.8586020798294, 0.27281965863207214, 2, 1, 4, 0, 1]",1
"[113, 349.08704, 76.74971, 4.839285510210817, 0.0013557131304268166, 421.698055270736, 0.0021538107970346942, 3, 2, 2, 0, 1, 115, 343.2819, 71.824936, 6.937565086427161, 0.005509414408490898, 480.5838535478011, 3.143746464386828, 2, 2, 1, 1, 2, 116, 345.998, 86.491745, 7.979580114542335, 0.004135141164667733, 493.5890245002884, 1.1721654421220573, 2, 2, 1, 1, 4]",0
"[20, 113.39138, 241.9393, 5.497841111008824, 0.005852990781706924, 389.6850020113056, 3.1959348889215407, 4, 1, 1, 1, 5, 18, 108.93708, 235.3197, 6.679124349811483, 0.0001632186838217975, 259.62244043542125, 0.054342235331747535, 1, 1, 0, 0, 0, 319, 105.850334, 250.20392, 8.535283041344135, 0.0056904074369144575, 370.21172645413924, 0.26646270101245584, 4, 1, 2, 1, 0]",1
"[287, 361.99564, 105.062164, 4.813045800906282, 6.965392046281993e-05, 395.6623245922842, 0.4448197299118215, 0, 1, 2, 1, 0, 117, 349.19113, 106.00048, 8.551229639796322, 0.004117895213902378, 487.0647293780643, 3.9622104516055643, 1, 0, 1, 0, 0, 215, 367.57596, 110.5249, 10.468268479875686, 0.004331819384780777, 474.03092879540765, 3.5864123835016146, 3, 2, 1, 1, 1]",0
"[96, 291.7233, 134.87875, 5.1293878039606895, 0.0013112720303757874, 460.2911720178561, 1.6380538934578845, 2, 1, 0, 2, 3, 343, 282.19592, 133.59293, 7.244775477638549, 0.003723277882368814, 526.1410062232674, 1.0459295324032782, 5, 1, 0, 1, 3, 258, 289.8464, 147.95935, 9.987452491751252, 0.0007263148127568675, 506.6950782516545, 1.6319666019820147, 4, 2, 1, 4, 5]",0
"[251, 384.01636, 249.40028, 2.5871937148527904, 2.232429405946146e-06, 344.1869386775375, 1.6240551987440335, 8, 1, 0, 4, 3, 143, 388.7732, 255.80554, 6.95164724415628, 0.003432989294520794, 396.27934269911475, 1.5175374548457599, 8, 5, 2, 2, 3, 362, 370.93933, 257.65927, 13.47711873344024, 0.0008160577688287596, 383.19622778089985, 0.25346689383190046, 11, 3, 1, 3, 6]",0
"[308, 250.99806, 219.29828, 4.65564433453953, 0.0019882667885833816, 324.5452245115988, 0.1960534335229096, 6, 2, 2, 1, 1, 266, 258.01428, 204.16936, 21.323420463605775, 0.006299159625153594, 370.192833992824, 1.954693013982976, 2, 3, 1, 1, 1, 66, 228.99168, 216.21, 21.664632294651163, 0.0030104570612647374, 376.6989214824428, 2.9097389618989054, 4, 4, 1, 2, 3]",0
"[76, 269.63504, 76.257515, 6.14825114670476, 0.002844753919941212, 291.3506288017246, 0.10954268329211037, 2, 1, 1, 0, 0, 235, 258.64368, 85.24759, 8.28557830611881, 0.0021677245043953963, 272.839813974645, 3.032049970297683, 2, 3, 0, 0, 1, 202, 284.55734, 92.51407, 21.988490818995867, 0.0037093903397545924, 357.3817676227866, 0.1949895430644405, 12, 5, 2, 3, 2]",0
"[57, 234.81908, 115.55583, 5.446600608451548, 0.0010338368072966286, 272.25336577539144, 5.69095648606633, 1, 1, 2, 1, 1, 257, 244.3703, 113.508766, 14.541023362993817, 0.010226516382582873, 350.9637289992633, 0.6852156257352542, 8, 5, 0, 2, 1, 184, 248.54509, 121.06991, 17.444090458072424, 0.002167127928396184, 370.69345281028103, 3.8268082793250473, 13, 7, 1, 4, 1]",0
"[1, 11.010085, 154.75381, 7.6213827247118795, 0.049082868235601096, 100.68570978519914, 4.011302456141036, 3, 2, 1, 0, 0, 0, 25.045597, 133.71138, 32.71644966103957, 0.038977668513625274, 101.3660330683053, 3.9969788484563233, 3, 2, 2, 0, 1, 253, 32.776344, 121.753685, 46.94510700126493, 0.03827217214675982, 101.16503132330661, 0.8553861948665298, 2, 2, 2, 0, 2]",0
"[12, 75.169525, 272.67, 2.460818355390054, 0.012007066787790899, 318.3171774779288, 3.08759615182497, 0, 1, 0, 0, 1, 252, 76.07836, 268.5715, 6.3568264602580875, 0.0017605316951835315, 266.14038654965486, 0.0539965017648234, 1, 2, 1, 0, 0, 217, 84.89859, 285.39404, 13.642304020378146, 0.007044863896581821, 331.3499697284356, 1.7885690697223866, 2, 0, 2, 4, 0]",1
"[303, 261.01642, 160.24107, 3.7913558581334996, 0.00497143760613028, 487.0022848249131, 0.026317651176755996, 0, 2, 3, 1, 0, 82, 268.8913, 158.32983, 5.490152053222618, 0.001386089085625597, 467.18710217366817, 0.08881439547676218, 1, 2, 1, 0, 0, 169, 254.83414, 162.1575, 9.708608545416547, 0.004727886055752861, 467.6447677263886, 3.167910304766549, 2, 1, 3, 2, 2]",0
"[310, 162.42932, 266.21072, 4.619378795995928, 0.0009866020499879613, 370.0110369701413, 0.09967502912162973, 1, 2, 0, 0, 1, 197, 158.71248, 280.61896, 10.484007552344991, 0.007722059243085222, 363.77462334497267, 1.052929618413724, 0, 1, 0, 1, 0, 36, 154.32977, 256.61005, 16.383102990737132, 0.013545923302775431, 409.1994605698476, 0.18793151412038445, 5, 0, 3, 1, 1]",0
"[202, 284.55734, 92.51407, 5.31615156820853, 0.00011382407654697557, 356.46928633363245, 0.018540435573528136, 2, 1, 2, 2, 1, 79, 274.8231, 101.97236, 8.279823726488544, 0.0010129148339763638, 428.74445597497953, 0.043197259176096514, 4, 2, 3, 1, 0, 353, 292.78528, 105.960205, 15.872527511137742, 0.004200713825855684, 442.0121254069753, 0.1280910394713648, 6, 3, 3, 0, 6]",0
"[307, 289.55994, 190.77002, 7.385105008050866, 0.010938367001366356, 402.69907320438244, 0.24922565187777668, 7, 1, 2, 2, 2, 193, 291.09137, 199.48477, 14.420669349032423, 0.0025958209926009723, 376.74990103229874, 3.39081830546757, 10, 3, 2, 3, 2, 254, 284.19565, 171.78616, 15.90380757762903, 0.007481841253888233, 422.09812392149513, 0.8032540679941398, 3, 0, 4, 4, 3]",0
"[246, 405.59738, 255.79974, 9.820099545184547, 0.010655614718168283, 318.3256585390075, 0.7451361622208811, 3, 1, 2, 4, 2, 201, 399.1832, 253.3636, 15.021011102394723, 0.007916327696986747, 318.32464758670585, 3.8867288158106748, 1, 2, 2, 5, 4, 143, 388.7732, 255.80554, 21.785340226884095, 0.004201499824668553, 331.28294546954544, 0.17609435957330266, 1, 0, 2, 3, 4]",3
"[26, 110.66955, 274.96655, 5.225904311246775, 0.002266443220183878, 409.1374336012095, 0.37273770252673644, 0, 0, 2, 2, 0, 21, 113.30198, 270.73083, 6.399764672324791, 0.009916584888002844, 428.4367484959571, 3.2811390751077187, 2, 0, 2, 2, 2, 23, 116.542725, 269.67188, 7.095857768656748, 0.0011698222829973903, 376.4374812922133, 0.13954642151792557, 1, 1, 0, 1, 3]",2
"[254, 284.19565, 171.78616, 3.904811869176078, 0.0009138707859943085, 402.34584048360057, 4.751747316185738, 4, 1, 4, 2, 1, 97, 297.46878, 176.54663, 16.37552694304797, 0.011805902247067401, 448.09393557188184, 1.6101546625959446, 4, 3, 1, 1, 1, 307, 289.55994, 190.77002, 18.414599001077388, 0.019334079041248897, 409.18326681635466, 3.6992675963138213, 8, 2, 2, 4, 0]",0
"[265, 124.86887, 61.53802, 7.807295352972779, 0.00468759356226961, 45.46130025122853, 0.04395227621676012, 1, 0, 0, 0, 1, 206, 120.058815, 83.31521, 14.996245999402097, 0.004028359065522957, 51.9734013764888, 1.6094458940365808, 3, 0, 1, 1, 1, 352, 102.87097, 79.6143, 21.39198921121921, 0.008207534272241579, 51.973235987139496, 1.5321467595532123, 4, 1, 1, 0, 2]",0
"[127, 352.2778, 275.92822, 2.600336330187091, 0.0016493979697314032, 344.10388419865615, 0.5253356208094762, 4, 0, 2, 1, 1, 126, 354.56265, 263.83002, 14.887371158699189, 0.0013780318916339906, 363.73751644953296, 2.616257032780317, 5, 1, 3, 0, 3, 261, 339.99194, 287.26785, 15.006289793990359, 0.0013362606939083532, 363.90935333355435, 1.1738271783674206, 4, 1, 0, 1, 4]",0
"[308, 250.99806, 219.29828, 20.589383256943325, 0.03658095441269538, 350.7230796141802, 0.6846381912348982, 2, 2, 2, 1, 1, 68, 235.38332, 250.61198, 21.089807587447925, 0.034791238971300875, 318.2528723221054, 0.5425578639066656, 6, 1, 4, 1, 4, 281, 223.61986, 239.02502, 29.843874834322136, 0.03970791920701422, 318.2980005343032, 0.20542579567567798, 3, 1, 1, 0, 3]",3
"[255, 222.31723, 201.4, 4.519409606359045, 0.00488291768200072, 493.3180879835058, 2.183039039418719, 7, 1, 0, 4, 4, 236, 229.26062, 202.166, 7.471104131872222, 0.001390759269801034, 487.05179671461417, 0.9585536141710747, 8, 2, 0, 3, 3, 66, 228.99168, 216.21, 12.037551502800335, 0.004371269708363823, 448.1558554007777, 0.1400264106803315, 12, 3, 1, 6, 2]",1
"[48, 174.42468, 219.80576, 5.723125572964867, 0.0007519906473263394, 402.37924703570206, 0.03595226338463808, 5, 1, 4, 0, 0, 49, 183.07675, 222.57977, 10.1909542027007, 0.005295289098916356, 493.845022508224, 3.1775449169744316, 3, 1, 2, 1, 3, 177, 169.50912, 209.26678, 16.584385876328156, 0.007124896839827033, 467.6689695985175, 4.209726533341524, 6, 0, 3, 2, 1]",0
"[233, 320.44696, 175.47466, 4.202166529236859, 0.002261242264557095, 376.4342747851844, 0.4516675077612333, 7, 1, 4, 1, 1, 99, 317.22278, 173.98518, 5.0383607316576144, 0.001879311010336282, 415.58657654781194, 3.5932601613510267, 6, 1, 4, 1, 2, 249, 320.05182, 188.07233, 9.332755838317981, 0.0026087696782077785, 370.25293379401234, 0.7177223244260984, 12, 1, 6, 3, 2]",0
"[136, 379.861, 94.04099, 4.347175113274323, 0.0005782913452145877, 428.20965579055826, 0.03559330934790261, 1, 3, 3, 0, 1, 296, 382.67044, 79.150024, 17.079204633155445, 0.002214010924187104, 454.571684039879, 1.603025782771806, 0, 4, 5, 1, 0, 287, 361.99564, 105.062164, 17.082846876223012, 0.0021417413912734884, 493.6639327618871, 4.159707497789689, 3, 4, 3, 1, 1]",0
"[355, 377.405, 115.73966, 4.584100866702904, 0.008363935777708553, 356.77398779753184, 0.296396666587575, 1, 0, 0, 1, 0, 215, 367.57596, 110.5249, 9.222787314507244, 0.008973888522150586, 454.594445411226, 0.5833625583640455, 3, 1, 0, 1, 3, 287, 361.99564, 105.062164, 16.997416861720897, 0.013375361827394183, 480.54252920884676, 2.5582300952257477, 6, 4, 1, 1, 4]",0
"[96, 291.7233, 134.87875, 8.034861605364581, 0.004537217769832291, 513.0703191783301, 2.319100200480205, 3, 3, 3, 3, 0, 348, 304.81378, 132.50922, 8.825355080997426, 0.006966913270002706, 564.99735835677, 2.005876201566406, 4, 3, 3, 2, 2, 220, 286.79437, 119.18809, 13.842364223428346, 0.0087271138072742, 506.8026330403429, 3.8921589730232835, 1, 2, 2, 0, 1]",3
"[249, 320.05182, 188.07233, 3.440867788124303, 0.0012071570376945284, 324.5718617900217, 0.015044767423824545, 8, 3, 2, 3, 0, 98, 308.5214, 197.79816, 11.72464808998479, 0.006013794605872869, 376.7178548490945, 0.8537810494943667, 8, 3, 1, 3, 1, 233, 320.44696, 175.47466, 15.488025096402247, 0.000859629624043845, 370.2093269745662, 1.1543450647635072, 3, 3, 0, 1, 1]",0
"[363, 173.79486, 183.4352, 11.170855635082376, 0.010977436879064773, 428.88167879563775, 2.6879022512160335, 1, 0, 2, 4, 1, 219, 167.18378, 164.58609, 11.810855388209658, 0.002873969787853703, 337.78721461402495, 1.4264220892253705, 6, 1, 2, 0, 3, 239, 184.5223, 162.25752, 13.326448623305994, 0.01598552278142812, 370.41246595048017, 3.224207348207295, 5, 2, 3, 1, 1]",1
"[165, 506.41275, 54.132374, 4.402354818844959, 0.004213971868838817, 359.373650835724, 0.05181320531756062, 3, 1, 1, 0, 1, 224, 501.76575, 48.524075, 4.620727701136491, 0.0035717747722877613, 375.6107615657271, 0.0389152243303722, 2, 1, 1, 1, 1, 289, 496.6435, 43.373726, 11.19177266670787, 0.0008073471244983699, 372.5360340857813, 3.1805078779201654, 1, 2, 1, 3, 1]",0
"[137, 394.5828, 107.43819, 3.7388463755442336, 0.0024885369144143077, 363.75644901873267, 3.244165682838565, 2, 1, 3, 2, 2, 309, 403.54968, 105.89656, 5.359605975886, 0.0001790497577138228, 298.42141397984136, 0.10257302924877149, 6, 1, 3, 1, 1, 150, 406.1082, 94.21304, 14.828931548951884, 0.0015008699389580937, 331.2413853896761, 1.4743690939194516, 5, 0, 7, 2, 0]",1
"[269, 81.887245, 101.59224, 5.873969691661697, 0.0007843321439769402, 71.4703846952069, 0.1818337727633097, 1, 1, 1, 0, 1, 331, 81.3309, 96.10351, 11.021592142337935, 0.004029534153176362, 71.4799032819767, 2.9597588808264836, 1, 0, 1, 1, 1, 10, 73.43614, 116.413666, 11.239974304738542, 0.007176648699766863, 84.47709719160746, 0.8010654238501524, 1, 1, 2, 1, 1]",0
"[363, 173.79486, 183.4352, 6.255740425254536, 0.0027007093746022615, 402.57745770731333, 0.010401091105915583, 5, 2, 4, 1, 0, 185, 167.11746, 198.97581, 10.703968361881143, 0.0008549410274579783, 448.029478101936, 1.1687782999884355, 5, 4, 1, 1, 1, 46, 186.63446, 185.82562, 15.17425945258068, 0.00883156950813202, 480.635915232327, 5.400706074407003, 1, 3, 1, 2, 1]",0
"[144, 368.3511, 260.5409, 2.089270632805155, 0.0007583960595176076, 305.2242315646146, 0.14843632490896397, 10, 1, 3, 2, 4, 362, 370.93933, 257.65927, 5.841305558142399, 0.000699022915623182, 363.70369543259477, 3.290028978498757, 10, 1, 3, 2, 4, 145, 376.83386, 266.05634, 9.773785616657735, 0.002692477076097932, 357.2768728204899, 1.874531485620893, 10, 2, 3, 1, 6]",0
"[253, 32.776344, 121.753685, 5.153394032366129, 0.012263655397824924, 105.41256061110401, 1.6913217705931978, 3, 1, 0, 1, 1, 0, 25.045597, 133.71138, 9.24508786307499, 0.012969151764690379, 95.68340759711718, 1.4502708829965956, 4, 1, 0, 1, 2, 1, 11.010085, 154.75381, 34.50738363954428, 0.0230743514866662, 85.67326836390454, 1.4645944906813084, 4, 1, 1, 1, 3]",0
"[256, 307.27243, 92.21388, 4.950058039159547, 0.0004815095919316059, 447.5912803768189, 0.04831763999030203, 1, 2, 0, 1, 0, 353, 292.78528, 105.960205, 15.053333602611064, 0.0015381055343535732, 493.77375869920513, 1.9791691235660909, 4, 3, 3, 0, 2, 95, 318.41187, 94.43086, 15.072764183030303, 0.006488877477752564, 532.5835346739417, 0.7447085608246917, 0, 1, 1, 1, 3]",0
"[282, 135.91061, 249.24251, 6.851559822021236, 0.000325694708035007, 305.1005236216263, 0.1765169251681189, 0, 2, 0, 0, 2, 35, 137.45564, 263.30646, 7.866849574493172, 0.008209161044249236, 415.6900189151033, 0.7022484348077973, 1, 1, 3, 2, 1, 167, 132.61488, 247.07092, 9.12146584495413, 0.00656220736704044, 422.0466907080734, 3.318109578757912, 2, 0, 1, 1, 2]",0
"[161, 499.58023, 20.567135, 6.13833861732499, 7.306375793114661e-05, 433.04338476016716, 1.7546228434763655, 3, 2, 1, 0, 0, 162, 492.51175, 12.232704, 7.648429076744892, 0.004752071750559028, 485.90675710117165, 1.4093527264924584, 3, 1, 1, 2, 1, 163, 508.16425, 15.406357, 15.325434338002475, 0.043625499311010896, 481.19565112853485, 1.386969810113428, 6, 4, 2, 0, 0]",0
"[250, 82.303764, 259.107, 6.715397585278121, 0.00020731556113451344, 318.0294803216775, 4.371064812787234, 2, 2, 1, 1, 0, 252, 76.07836, 268.5715, 7.492659303676408, 0.009257607957492142, 324.83847746861863, 1.32467723567472, 1, 1, 4, 2, 2, 12, 75.169525, 272.67, 10.452949539247617, 0.004509990525482288, 324.8850893940223, 4.466269889264513, 0, 0, 5, 2, 3]",0
"[332, 398.7616, 153.53336, 4.871998993903472, 0.01826694888007241, 227.20304953304588, 1.2570354198264673, 0, 0, 1, 1, 0, 139, 394.59033, 134.74991, 21.083189319256185, 0.0033165698446973035, 279.3186890737031, 1.8845572337633258, 5, 0, 1, 2, 2, 138, 373.26636, 152.04778, 21.535206751503218, 0.008210378848457156, 259.81526064583073, 1.6531602514773833, 7, 0, 0, 5, 2]",0
"[0, 18.448801, 113.857925, 3.2441758377442587, 0.0046510572075091905, 85.366145872213, 0.08396982235147465, 1, 0, 0, 0, 1, 259, 30.232378, 122.101974, 12.004078142647133, 0.005712178222754605, 85.22032354328299, 3.0576228312383185, 1, 2, 0, 1, 0, 2, 22.52631, 136.34694, 19.635504445616128, 0.006865632983075964, 85.12040261374598, 4.5138292759659855, 1, 2, 1, 1, 1]",0
"[2, 22.52631, 136.34694, 3.346022208687446, 0.0007776249135338364, 107.81824071369215, 0.02818933032643578, 4, 0, 2, 0, 2, 259, 30.232378, 122.101974, 18.78855414565336, 0.001931079673855196, 107.22344607582635, 1.4843957750541033, 4, 0, 3, 0, 1, 1, 7.644132, 157.68007, 23.963771046754573, 0.002772243373454497, 114.58205861222642, 0.08504763092426026, 4, 0, 0, 1, 3]",0
"[1, 7.644132, 157.68007, 21.826361149537195, 0.005642250019965878, 102.93757669876015, 1.2496192804892692, 0, 0, 2, 2, 0, 2, 22.52631, 136.34694, 40.63646902297089, 0.003647631560045217, 86.3013047759346, 1.1363823192385731, 0, 0, 0, 1, 1, 259, 30.232378, 122.101974, 55.954090652176994, 0.0048010863203665766, 86.5140148074067, 0.31982412548909445, 0, 0, 1, 1, 2]",3
"[3, 12.255731, 262.1814, 4.8081385085331165, 0.004109916069955533, 217.49453822449289, 4.584347064508705, 4, 1, 0, 0, 3, 222, 20.361547, 285.6199, 20.10727100852204, 0.002539517832691296, 285.1854711114353, 3.375570672982269, 0, 0, 1, 1, 0, 6, 10.421459, 293.90735, 27.904688341509072, 0.009408268208983661, 303.37455659262815, 0.23397801939247564, 0, 2, 0, 0, 2]",3
